epoch,accuracy,loss,val_accuracy,val_loss
0,0.3370230793952942,4.186364650726318,0.311737984418869,2.876091718673706
1,0.33961376547813416,1.3067615032196045,0.41286158561706543,1.094780683517456
2,0.33855393528938293,1.113123893737793,0.3533349335193634,1.1091465950012207
3,0.3351389467716217,1.1020070314407349,0.3533349335193634,1.1120065450668335
4,0.3636363744735718,1.0962753295898438,0.3538130521774292,1.0886207818984985
5,0.3888365626335144,1.0893856287002563,0.37604591250419617,1.0916630029678345
6,0.39048516750335693,1.084247350692749,0.43174755573272705,1.0760663747787476
7,0.4112105369567871,1.078271746635437,0.37198182940483093,1.101407766342163
8,0.39813941717147827,1.0770241022109985,0.3879990577697754,1.0940234661102295
9,0.4136834740638733,1.074665904045105,0.4346162974834442,1.0728192329406738
10,0.4154498279094696,1.0743845701217651,0.42816162109375,1.0732920169830322
11,0.4183937907218933,1.0719789266586304,0.3602677583694458,1.1051133871078491
12,0.41933584213256836,1.0711312294006348,0.4212287962436676,1.0777709484100342
13,0.4110927879810333,1.070521593093872,0.4154912829399109,1.0751317739486694
14,0.4183937907218933,1.070723056793213,0.4367678761482239,1.0701994895935059
15,0.4202779233455658,1.0696756839752197,0.41190531849861145,1.0751912593841553
16,0.41945359110832214,1.0663775205612183,0.39182403683662415,1.1050382852554321
17,0.4189825654029846,1.0685867071151733,0.375567764043808,1.0959582328796387
18,0.42004239559173584,1.0625860691070557,0.4006693661212921,1.0872218608856201
19,0.4252237379550934,1.0646789073944092,0.35859429836273193,1.1016314029693604
20,0.4269901216030121,1.0636816024780273,0.4276834726333618,1.0781896114349365
21,0.42298632860183716,1.0635895729064941,0.41190531849861145,1.0776445865631104
22,0.42169100046157837,1.0641487836837769,0.43270379304885864,1.0730692148208618
23,0.42428168654441833,1.0626075267791748,0.3750896453857422,1.1156402826309204
24,0.42251530289649963,1.0620896816253662,0.37795841693878174,1.098880410194397
25,0.42369288206100464,1.060917854309082,0.3949318528175354,1.0853973627090454
26,0.42545926570892334,1.0612729787826538,0.42433661222457886,1.0753215551376343
27,0.43075835704803467,1.058327317237854,0.4212287962436676,1.0784659385681152
28,0.4312293827533722,1.0589842796325684,0.38321778178215027,1.09246826171875
29,0.4319359362125397,1.0595717430114746,0.4224241077899933,1.0794340372085571
30,0.4322892129421234,1.0577173233032227,0.41907721757888794,1.0799639225006104
31,0.43146491050720215,1.0578629970550537,0.4233803451061249,1.0754109621047974
32,0.42899200320243835,1.0578639507293701,0.43150848150253296,1.071106195449829
33,0.4341733455657959,1.056836485862732,0.41883814334869385,1.0742831230163574
34,0.4319359362125397,1.0564544200897217,0.3949318528175354,1.0877825021743774
35,0.4287564754486084,1.0567469596862793,0.42624911665916443,1.0740890502929688
36,0.4305228590965271,1.0586531162261963,0.3741334080696106,1.1031169891357422
37,0.4319359362125397,1.05642569065094,0.4006693661212921,1.0919218063354492
38,0.44112104177474976,1.054627776145935,0.4092756509780884,1.0948486328125
39,0.43205368518829346,1.0552260875701904,0.4021037518978119,1.0797837972640991
40,0.42852094769477844,1.0569632053375244,0.4142959713935852,1.0814852714538574
41,0.43264248967170715,1.0546717643737793,0.40521156787872314,1.0779775381088257
42,0.43558642268180847,1.0536307096481323,0.39851781725883484,1.0827277898788452
43,0.43440884351730347,1.0557924509048462,0.4279225468635559,1.0778592824935913
44,0.4366462528705597,1.0510871410369873,0.3805880844593048,1.0931572914123535
45,0.4311116337776184,1.0516196489334106,0.42553192377090454,1.0800915956497192
46,0.4378238320350647,1.0550607442855835,0.3813052773475647,1.098682165145874
47,0.43558642268180847,1.053995966911316,0.4061678349971771,1.0886543989181519
48,0.4373528063297272,1.0514851808547974,0.4267272353172302,1.0832759141921997
49,0.4397079646587372,1.0532766580581665,0.4238584637641907,1.075075387954712
50,0.43935468792915344,1.0524842739105225,0.4166865944862366,1.0783474445343018
51,0.43499764800071716,1.051753044128418,0.4209897220134735,1.077987790107727
52,0.43276023864746094,1.0521457195281982,0.37604591250419617,1.0997127294540405
53,0.43558642268180847,1.0510598421096802,0.402342826128006,1.0808398723602295
54,0.4347621202468872,1.0531686544418335,0.4288787841796875,1.0720452070236206
55,0.4402967393398285,1.051283359527588,0.38321778178215027,1.099073052406311
56,0.43688178062438965,1.0504207611083984,0.402342826128006,1.0867232084274292
57,0.4385303854942322,1.0502521991729736,0.3822615444660187,1.109270691871643
58,0.4372350573539734,1.0512624979019165,0.41740378737449646,1.0781035423278809
59,0.43994346261024475,1.0492841005325317,0.4076021909713745,1.0821990966796875
60,0.4402967393398285,1.0473405122756958,0.4217069149017334,1.0818309783935547
61,0.4366462528705597,1.0501983165740967,0.4291178584098816,1.0752367973327637
62,0.4444182813167572,1.0501984357833862,0.40521156787872314,1.0827184915542603
63,0.4420631229877472,1.049657940864563,0.3738943338394165,1.1094956398010254
64,0.43075835704803467,1.0487557649612427,0.42696627974510193,1.0769580602645874
65,0.43805935978889465,1.0495518445968628,0.4159694015979767,1.0846410989761353
66,0.4397079646587372,1.0513581037521362,0.39899593591690063,1.0889595746994019
67,0.442180871963501,1.050379753112793,0.42529284954071045,1.0755823850631714
68,0.44112104177474976,1.0472263097763062,0.4018646776676178,1.0887984037399292
69,0.4328780174255371,1.0494896173477173,0.4286397397518158,1.0770505666732788
70,0.4426518976688385,1.0484966039657593,0.41094908118247986,1.088747501373291
71,0.4407677948474884,1.0489009618759155,0.4090365767478943,1.0865058898925781
72,0.4400612413883209,1.0484693050384521,0.39015060663223267,1.0798524618148804
73,0.4450070559978485,1.0480098724365234,0.41907721757888794,1.077161192893982
74,0.44653791189193726,1.0476773977279663,0.41190531849861145,1.0786243677139282
75,0.44712671637535095,1.0483936071395874,0.4267272353172302,1.075182318687439
76,0.4413565695285797,1.0475502014160156,0.4021037518978119,1.0796797275543213
77,0.4426518976688385,1.0464246273040771,0.4224241077899933,1.0790823698043823
78,0.44359397888183594,1.047418475151062,0.4095146954059601,1.0848314762115479
79,0.4395902156829834,1.0476350784301758,0.40497249364852905,1.0880391597747803
80,0.44288742542266846,1.0470691919326782,0.40353813767433167,1.083940029144287
81,0.4493640959262848,1.0452113151550293,0.4097537696361542,1.0836101770401
82,0.445713609457016,1.0464378595352173,0.3997131288051605,1.0830247402191162
83,0.443358451128006,1.0464824438095093,0.4291178584098816,1.0752300024032593
84,0.44477155804634094,1.046595573425293,0.4152522087097168,1.0812596082687378
85,0.44971737265586853,1.0469905138015747,0.38489121198654175,1.0968444347381592
86,0.4400612413883209,1.0473990440368652,0.3997131288051605,1.092185378074646
87,0.4426518976688385,1.0478110313415527,0.4004303216934204,1.0848042964935303
88,0.445713609457016,1.048012614250183,0.4214678406715393,1.0761573314666748
89,0.45007064938545227,1.0456876754760742,0.42577096819877625,1.080010175704956
90,0.44783324003219604,1.0441046953201294,0.4197944104671478,1.0782897472381592
91,0.44241639971733093,1.0456297397613525,0.41262251138687134,1.0833626985549927
92,0.44406500458717346,1.048150897026062,0.40640687942504883,1.0852088928222656
93,0.4451248347759247,1.047656774520874,0.41740378737449646,1.0793004035949707
94,0.44170984625816345,1.0458930730819702,0.4209897220134735,1.0791268348693848
95,0.4493640959262848,1.0442681312561035,0.41047096252441406,1.0881226062774658
96,0.4400612413883209,1.0442992448806763,0.42505377531051636,1.0773802995681763
97,0.45266133546829224,1.0430433750152588,0.3949318528175354,1.1001032590866089
98,0.4444182813167572,1.0454727411270142,0.39947405457496643,1.0974433422088623
99,0.44606688618659973,1.0454766750335693,0.4212287962436676,1.0822144746780396
100,0.4474799931049347,1.0437437295913696,0.41812098026275635,1.0800622701644897
101,0.4463024139404297,1.0445595979690552,0.4142959713935852,1.0796579122543335
102,0.4439472556114197,1.043963074684143,0.4016256332397461,1.091517686843872
103,0.44406500458717346,1.0467724800109863,0.4076021909713745,1.0779753923416138
104,0.444536030292511,1.0437369346618652,0.37030839920043945,1.1250921487808228
105,0.4499529004096985,1.0424704551696777,0.37748026847839355,1.1043369770050049
106,0.4486575722694397,1.044005036354065,0.40306001901626587,1.092452049255371
107,0.4534856379032135,1.043929100036621,0.42505377531051636,1.0749809741973877
108,0.44724446535110474,1.0415492057800293,0.41047096252441406,1.0881136655807495
109,0.4510127305984497,1.043384313583374,0.3870427906513214,1.1074997186660767
110,0.45077720284461975,1.0420315265655518,0.42648816108703613,1.078108549118042
111,0.44959962368011475,1.04131019115448,0.41812098026275635,1.0796411037445068
112,0.4511304795742035,1.0420122146606445,0.42505377531051636,1.0821638107299805
113,0.445713609457016,1.0428794622421265,0.4009084403514862,1.0928304195404053
114,0.450423926115036,1.0432332754135132,0.4061678349971771,1.0879473686218262
115,0.45313236117362976,1.0431618690490723,0.41214439272880554,1.0851961374282837
116,0.4498351514339447,1.0406827926635742,0.4267272353172302,1.0786086320877075
117,0.4486575722694397,1.0427322387695312,0.42624911665916443,1.0793944597244263
118,0.4487753212451935,1.0423839092254639,0.41955533623695374,1.0774259567260742
119,0.45195478200912476,1.0397988557815552,0.41094908118247986,1.0794734954833984
120,0.44653791189193726,1.0415712594985962,0.41764283180236816,1.0767227411270142
121,0.45136597752571106,1.0411880016326904,0.40425533056259155,1.0933152437210083
122,0.45183703303337097,1.0406322479248047,0.3796318471431732,1.1325169801712036
123,0.4564295709133148,1.042121171951294,0.4229022264480591,1.0762510299682617
124,0.4485397934913635,1.0406135320663452,0.3954100012779236,1.102635145187378
125,0.4533678889274597,1.0399444103240967,0.4133397042751312,1.0922821760177612
126,0.456547349691391,1.0379244089126587,0.37867558002471924,1.1252206563949585
127,0.45430994033813477,1.0391838550567627,0.4212287962436676,1.0790469646453857
128,0.45183703303337097,1.0392030477523804,0.36959120631217957,1.1513676643371582
129,0.45866698026657104,1.0385992527008057,0.401386559009552,1.097144603729248
130,0.44971737265586853,1.0406872034072876,0.3817833960056305,1.0949517488479614
131,0.45254355669021606,1.0382459163665771,0.37843653559684753,1.1351377964019775
132,0.460080087184906,1.0388660430908203,0.4205116033554077,1.0827500820159912
133,0.450423926115036,1.039786458015442,0.413817822933197,1.0790244340896606
134,0.457724928855896,1.038478970527649,0.41836002469062805,1.0830072164535522
135,0.4583137035369873,1.0374565124511719,0.39899593591690063,1.0996798276901245
136,0.4524258077144623,1.03965163230896,0.42003345489501953,1.083670973777771
137,0.4536033868789673,1.0377463102340698,0.4267272353172302,1.077193260192871
138,0.451601505279541,1.0372377634048462,0.41812098026275635,1.0791568756103516
139,0.45372113585472107,1.0369994640350342,0.4164475202560425,1.0783666372299194
140,0.45513424277305603,1.0370028018951416,0.3734162151813507,1.1263759136199951
141,0.45442768931388855,1.0384763479232788,0.42577096819877625,1.0773515701293945
142,0.45913800597190857,1.0375245809555054,0.4095146954059601,1.0954937934875488
143,0.4578426778316498,1.0368095636367798,0.4135787785053253,1.0925283432006836
144,0.4511304795742035,1.0391409397125244,0.41836002469062805,1.0771512985229492
145,0.45913800597190857,1.0362991094589233,0.41238346695899963,1.0806105136871338
146,0.4512482285499573,1.038301706314087,0.41286158561706543,1.0924594402313232
147,0.4558407962322235,1.0381892919540405,0.4095146954059601,1.0835849046707153
148,0.45430994033813477,1.0393776893615723,0.4032990634441376,1.086323618888855
149,0.454192191362381,1.0371817350387573,0.42457565665245056,1.0783087015151978
150,0.454192191362381,1.0360701084136963,0.3817833960056305,1.1133514642715454
151,0.4560762941837311,1.0374709367752075,0.41023188829421997,1.080107569694519
152,0.45266133546829224,1.0343375205993652,0.4209897220134735,1.0785019397735596
153,0.45325011014938354,1.0368679761886597,0.39015060663223267,1.1115716695785522
154,0.4596090316772461,1.0359548330307007,0.3674396276473999,1.145431637763977
155,0.449246346950531,1.0389394760131836,0.38465216755867004,1.1237683296203613
156,0.46231746673583984,1.036341667175293,0.4085584580898285,1.085067629814148
157,0.4578426778316498,1.0372776985168457,0.4097537696361542,1.0828202962875366
158,0.45984455943107605,1.035922884941101,0.4068849980831146,1.0867036581039429
159,0.45854923129081726,1.0374703407287598,0.4152522087097168,1.0852564573287964
160,0.4564295709133148,1.0351271629333496,0.3882381021976471,1.1111986637115479
161,0.4547809660434723,1.037989854812622,0.4152522087097168,1.087973713874817
162,0.44536033272743225,1.0394351482391357,0.39827874302864075,1.0928285121917725
163,0.45442768931388855,1.0367934703826904,0.41142719984054565,1.0884466171264648
164,0.4498351514339447,1.037760853767395,0.42529284954071045,1.0797309875488281
165,0.4560762941837311,1.0364453792572021,0.4131006598472595,1.0828903913497925
166,0.4576071500778198,1.0366394519805908,0.41788190603256226,1.0788110494613647
167,0.46172869205474854,1.0332658290863037,0.39684435725212097,1.1079477071762085
168,0.46055111289024353,1.0331649780273438,0.4092756509780884,1.089142918586731
169,0.460080087184906,1.0340133905410767,0.4166865944862366,1.0957249402999878
170,0.4619641900062561,1.0358346700668335,0.4021037518978119,1.092827558517456
171,0.4547809660434723,1.0366930961608887,0.41262251138687134,1.0814223289489746
172,0.46596798300743103,1.0330147743225098,0.4135787785053253,1.0850913524627686
173,0.4584314525127411,1.0355952978134155,0.42433661222457886,1.0832899808883667
174,0.4618464410305023,1.0343527793884277,0.39254122972488403,1.110803484916687
175,0.4639660716056824,1.0347718000411987,0.4087975025177002,1.0916720628738403
176,0.462435245513916,1.032338261604309,0.3607458770275116,1.18105149269104
177,0.4536033868789673,1.0365746021270752,0.42457565665245056,1.0831791162490845
178,0.45866698026657104,1.0350425243377686,0.41859909892082214,1.0824780464172363
179,0.460080087184906,1.0319056510925293,0.3951709270477295,1.119168996810913
180,0.46043336391448975,1.0328598022460938,0.40640687942504883,1.0883116722106934
181,0.4590202569961548,1.031790852546692,0.4092756509780884,1.088204264640808
182,0.4625529944896698,1.0342473983764648,0.354291170835495,1.2235177755355835
183,0.45807820558547974,1.0336613655090332,0.422663152217865,1.0816985368728638
184,0.4606688618659973,1.033409833908081,0.3891943693161011,1.1133290529251099
185,0.45925578474998474,1.0331586599349976,0.41047096252441406,1.0832467079162598
186,0.4662034809589386,1.033207893371582,0.4209897220134735,1.0837279558181763
187,0.4570183753967285,1.033928632736206,0.41214439272880554,1.0917482376098633
